Attaching to ozone-om-ha_datanode_3, ozone-om-ha_datanode_2, ozone-om-ha_datanode_1, ozone-om-ha_om3_1, ozone-om-ha_scm_1, ozone-om-ha_om1_1, ozone-om-ha_om2_1
datanode_3  | 2019-11-09 13:20:21 INFO  HddsDatanodeService:51 - STARTUP_MSG: 
scm_1       | STARTUP_MSG:   classpath = /etc/hadoop:/opt/hadoop/share/hadoop/common/*:/opt/hadoop/share/ozone/lib/kerb-simplekdc-1.0.1.jar:/opt/hadoop/share/ozone/lib/protobuf-java-2.5.0.jar:/opt/hadoop/share/ozone/lib/bcpkix-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/commons-validator-1.6.jar:/opt/hadoop/share/ozone/lib/netty-3.10.5.Final.jar:/opt/hadoop/share/ozone/lib/kerb-core-1.0.1.jar:/opt/hadoop/share/ozone/lib/ratis-thirdparty-misc-0.2.0.jar:/opt/hadoop/share/ozone/lib/jsr305-3.0.0.jar:/opt/hadoop/share/ozone/lib/leveldbjni-all-1.8.jar:/opt/hadoop/share/ozone/lib/htrace-core4-4.1.0-incubating.jar:/opt/hadoop/share/ozone/lib/hadoop-annotations-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerb-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-jaxrs-1.9.13.jar:/opt/hadoop/share/ozone/lib/ratis-server-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerby-xdr-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-webapp-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jackson-core-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/commons-net-3.6.jar:/opt/hadoop/share/ozone/lib/log4j-api-2.11.0.jar:/opt/hadoop/share/ozone/lib/netty-all-4.0.52.Final.jar:/opt/hadoop/share/ozone/lib/hamcrest-all-1.3.jar:/opt/hadoop/share/ozone/lib/jline-0.9.94.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-3.2.0.jar:/opt/hadoop/share/ozone/lib/opentracing-api-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-server-framework-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/slf4j-log4j12-1.7.25.jar:/opt/hadoop/share/ozone/lib/hadoop-hdfs-client-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerby-config-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-util-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/libthrift-0.12.0.jar:/opt/hadoop/share/ozone/lib/metrics-core-3.2.4.jar:/opt/hadoop/share/ozone/lib/kerby-pkix-1.0.1.jar:/opt/hadoop/share/ozone/lib/xz-1.0.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-config-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/nimbus-jose-jwt-4.41.1.jar:/opt/hadoop/share/ozone/lib/jsr311-api-1.1.1.jar:/opt/hadoop/share/ozone/lib/commons-beanutils-1.9.4.jar:/opt/hadoop/share/ozone/lib/ratis-grpc-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/ratis-netty-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/javax.servlet-api-3.1.0.jar:/opt/hadoop/share/ozone/lib/kerb-server-1.0.1.jar:/opt/hadoop/share/ozone/lib/zookeeper-3.4.13.jar:/opt/hadoop/share/ozone/lib/avro-1.7.7.jar:/opt/hadoop/share/ozone/lib/kerb-client-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-xc-1.9.13.jar:/opt/hadoop/share/ozone/lib/disruptor-3.4.2.jar:/opt/hadoop/share/ozone/lib/guava-11.0.2.jar:/opt/hadoop/share/ozone/lib/ratis-client-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-common-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/curator-framework-2.12.0.jar:/opt/hadoop/share/ozone/lib/dnsjava-2.1.7.jar:/opt/hadoop/share/ozone/lib/commons-configuration2-2.1.1.jar:/opt/hadoop/share/ozone/lib/json-smart-2.3.jar:/opt/hadoop/share/ozone/lib/token-provider-1.0.1.jar:/opt/hadoop/share/ozone/lib/log4j-1.2.17.jar:/opt/hadoop/share/ozone/lib/commons-daemon-1.0.13.jar:/opt/hadoop/share/ozone/lib/bcprov-jdk15on-1.60.jar:/opt/hadoop/share/ozone/lib/ratis-metrics-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/commons-lang3-3.7.jar:/opt/hadoop/share/ozone/lib/jaeger-client-0.34.0.jar:/opt/hadoop/share/ozone/lib/jetty-server-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/commons-compress-1.4.1.jar:/opt/hadoop/share/ozone/lib/accessors-smart-1.2.jar:/opt/hadoop/share/ozone/lib/re2j-1.1.jar:/opt/hadoop/share/ozone/lib/curator-recipes-2.12.0.jar:/opt/hadoop/share/ozone/lib/jackson-core-2.9.9.jar:/opt/hadoop/share/ozone/lib/commons-math3-3.1.1.jar:/opt/hadoop/share/ozone/lib/opentracing-noop-0.31.0.jar:/opt/hadoop/share/ozone/lib/httpclient-4.5.2.jar:/opt/hadoop/share/ozone/lib/jaeger-core-0.34.0.jar:/opt/hadoop/share/ozone/lib/asm-5.0.4.jar:/opt/hadoop/share/ozone/lib/curator-client-2.12.0.jar:/opt/hadoop/share/ozone/lib/audience-annotations-0.5.0.jar:/opt/hadoop/share/ozone/lib/kerby-util-1.0.1.jar:/opt/hadoop/share/ozone/lib/jackson-mapper-asl-1.9.13.jar:/opt/hadoop/share/ozone/lib/rocksdbjni-6.0.1.jar:/opt/hadoop/share/ozone/lib/jsp-api-2.1.jar:/opt/hadoop/share/ozone/lib/jsch-0.1.54.jar:/opt/hadoop/share/ozone/lib/opentracing-tracerresolver-0.1.5.jar:/opt/hadoop/share/ozone/lib/paranamer-2.3.jar:/opt/hadoop/share/ozone/lib/log4j-core-2.11.0.jar:/opt/hadoop/share/ozone/lib/jetty-io-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jetty-xml-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/commons-codec-1.11.jar:/opt/hadoop/share/ozone/lib/commons-pool2-2.6.0.jar:/opt/hadoop/share/ozone/lib/gson-2.2.4.jar:/opt/hadoop/share/ozone/lib/jcip-annotations-1.0-1.jar:/opt/hadoop/share/ozone/lib/kerb-admin-1.0.1.jar:/opt/hadoop/share/ozone/lib/okio-1.13.0.jar:/opt/hadoop/share/ozone/lib/commons-io-2.5.jar:/opt/hadoop/share/ozone/lib/snakeyaml-1.16.jar:/opt/hadoop/share/ozone/lib/jersey-core-1.19.jar:/opt/hadoop/share/ozone/lib/jackson-databind-2.9.9.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/picocli-3.9.6.jar:/opt/hadoop/share/ozone/lib/jaeger-thrift-0.34.0.jar:/opt/hadoop/share/ozone/lib/ratis-common-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/commons-cli-1.2.jar:/opt/hadoop/share/ozone/lib/jackson-annotations-2.9.9.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-docs-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/woodstox-core-5.0.3.jar:/opt/hadoop/share/ozone/lib/javax.annotation-api-1.2.jar:/opt/hadoop/share/ozone/lib/snappy-java-1.0.5.jar:/opt/hadoop/share/ozone/lib/jaeger-tracerresolver-0.34.0.jar:/opt/hadoop/share/ozone/lib/jetty-security-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jetty-http-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/kerby-asn1-1.0.1.jar:/opt/hadoop/share/ozone/lib/okhttp-3.9.0.jar:/opt/hadoop/share/ozone/lib/stax2-api-3.1.4.jar:/opt/hadoop/share/ozone/lib/commons-digester-1.8.1.jar:/opt/hadoop/share/ozone/lib/commons-collections-3.2.2.jar:/opt/hadoop/share/ozone/lib/jettison-1.1.jar:/opt/hadoop/share/ozone/lib/commons-text-1.4.jar:/opt/hadoop/share/ozone/lib/jersey-servlet-1.19.jar:/opt/hadoop/share/ozone/lib/jersey-json-1.19.jar:/opt/hadoop/share/ozone/lib/slf4j-api-1.7.25.jar:/opt/hadoop/share/ozone/lib/commons-logging-1.1.3.jar:/opt/hadoop/share/ozone/lib/jetty-util-ajax-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/hadoop-hdds-client-0.5.0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/kerb-identity-1.0.1.jar:/opt/hadoop/share/ozone/lib/ratis-proto-0.5.0-d6d58d0-SNAPSHOT.jar:/opt/hadoop/share/ozone/lib/opentracing-util-0.31.0.jar:/opt/hadoop/share/ozone/lib/hadoop-common-3.2.0.jar:/opt/hadoop/share/ozone/lib/hadoop-auth-3.2.0.jar:/opt/hadoop/share/ozone/lib/kerb-common-1.0.1.jar:/opt/hadoop/share/ozone/lib/jetty-servlet-9.3.25.v20180904.jar:/opt/hadoop/share/ozone/lib/jersey-server-1.19.jar:/opt/hadoop/share/ozone/lib/kerb-crypto-1.0.1.jar:/opt/hadoop/share/ozone/lib/httpcore-4.4.4.jar:/opt/hadoop/share/ozone/web:/opt/hadoop/share/ozone/lib/hadoop-hdds-server-scm-0.5.0-SNAPSHOT.jar
datanode_2  | 2019-11-09 13:20:23 INFO  RaftServerConfigKeys:43 - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
datanode_1  | 2019-11-09 13:20:23 INFO  GrpcConfigKeys$Server:43 - raft.grpc.server.port = 9858 (custom)
om1_1       | SHUTDOWN_MSG: Shutting down OzoneManager at 2c8d28f559b0/172.18.0.3
datanode_3  | 2019-11-09 13:20:23 INFO  Server:351 - jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
om2_1       | /************************************************************
om3_1       | SHUTDOWN_MSG: Shutting down OzoneManager at 9c1d9304482c/172.18.0.4
scm_1       | STARTUP_MSG:   build = https://github.com/apache/hadoop.git -r e97acb3bd8f3befd27418996fa5d4b50bf2e17bf; compiled by 'sunilg' on 2019-01-15T17:34Z
datanode_2  | 2019-11-09 13:20:23 INFO  GrpcService:43 - raft.grpc.flow.control.window = 1MB (=1048576) (default)
datanode_1  | 2019-11-09 13:20:23 INFO  GrpcService:43 - raft.grpc.message.size.max = 33570816 (custom)
om1_1       | ************************************************************/
datanode_3  | 2019-11-09 13:20:23 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@1305c126{/logs,file:///var/log/hadoop/,AVAILABLE}
om2_1       | SHUTDOWN_MSG: Shutting down OzoneManager at c5568f9c4f23/172.18.0.2
om3_1       | ************************************************************/
datanode_2  | 2019-11-09 13:20:23 INFO  RaftServerConfigKeys:43 - raft.server.rpc.request.timeout = 3000ms (default)
datanode_1  | 2019-11-09 13:20:23 INFO  RaftServerConfigKeys:43 - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
scm_1       | STARTUP_MSG:   java = 11.0.3
datanode_3  | 2019-11-09 13:20:23 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@23f3da8b{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
om2_1       | ************************************************************/
datanode_2  | 2019-11-09 13:20:23 INFO  RaftServerConfigKeys:43 - raft.server.storage.dir = [/data/metadata/ratis] (custom)
datanode_1  | 2019-11-09 13:20:23 INFO  GrpcService:43 - raft.grpc.flow.control.window = 1MB (=1048576) (default)
scm_1       | ************************************************************/
datanode_3  | 2019-11-09 13:20:23 INFO  ContextHandler:781 - Started o.e.j.w.WebAppContext@3c98781a{/,file:///tmp/jetty-0.0.0.0-9882-hddsDatanode-_-any-9201392551360638867.dir/webapp/,AVAILABLE}{/hddsDatanode}
datanode_2  | 2019-11-09 13:20:23 INFO  DFSUtil:1641 - Starting Web-server for hddsDatanode at: http://0.0.0.0:9882
datanode_1  | 2019-11-09 13:20:23 INFO  RaftServerConfigKeys:43 - raft.server.rpc.request.timeout = 3000ms (default)
scm_1       | 2019-11-09 13:20:22 INFO  StorageContainerManagerStarter:51 - registered UNIX signal handlers for [TERM, HUP, INT]
datanode_3  | 2019-11-09 13:20:23 INFO  AbstractConnector:278 - Started ServerConnector@1161f7ea{HTTP/1.1,[http/1.1]}{0.0.0.0:9882}
datanode_2  | 2019-11-09 13:20:23 INFO  log:192 - Logging initialized @2912ms
datanode_1  | 2019-11-09 13:20:24 INFO  RaftServerConfigKeys:43 - raft.server.storage.dir = [/data/metadata/ratis] (custom)
datanode_3  | 2019-11-09 13:20:23 INFO  Server:419 - Started @3123ms
scm_1       | 2019-11-09 13:20:22 WARN  ServerUtils:145 - ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
datanode_2  | 2019-11-09 13:20:23 INFO  AuthenticationFilter:240 - Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
datanode_1  | 2019-11-09 13:20:24 INFO  DFSUtil:1641 - Starting Web-server for hddsDatanode at: http://0.0.0.0:9882
datanode_3  | 2019-11-09 13:20:23 INFO  MetricsSinkAdapter:204 - Sink prometheus started
datanode_2  | 2019-11-09 13:20:23 INFO  HttpRequestLog:81 - Http request log for http.requests.hddsDatanode is not defined
scm_1       | 2019-11-09 13:20:22 WARN  ServerUtils:145 - ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
datanode_1  | 2019-11-09 13:20:24 INFO  log:192 - Logging initialized @2925ms
datanode_3  | 2019-11-09 13:20:23 INFO  MetricsSystemImpl:301 - Registered sink prometheus
datanode_2  | 2019-11-09 13:20:23 INFO  HttpServer2:975 - Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
scm_1       | 2019-11-09 13:20:22 INFO  log:192 - Logging initialized @1275ms
datanode_1  | 2019-11-09 13:20:24 INFO  AuthenticationFilter:240 - Unable to initialize FileSignerSecretProvider, falling back to use random secrets.
datanode_3  | 2019-11-09 13:20:23 INFO  BaseHttpServer:215 - HTTP server of HDDSDATANODE is listening at http://0.0.0.0:9882
datanode_2  | 2019-11-09 13:20:23 INFO  HttpServer2:948 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context hddsDatanode
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:127 - using custom profile for table: deletedBlocks
datanode_1  | 2019-11-09 13:20:24 INFO  HttpRequestLog:81 - Http request log for http.requests.hddsDatanode is not defined
datanode_3  | 2019-11-09 13:20:23 INFO  JvmPauseMonitor:188 - Starting JVM pause monitor
datanode_2  | 2019-11-09 13:20:23 INFO  HttpServer2:958 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:183 - Using default column profile:DBProfile.DISK for Table:deletedBlocks
datanode_1  | 2019-11-09 13:20:24 INFO  HttpServer2:975 - Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
datanode_3  | 2019-11-09 13:20:24 INFO  InitDatanodeState:140 - DatanodeDetails is persisted to /data/datanode.id
datanode_2  | 2019-11-09 13:20:23 INFO  HttpServer2:958 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:127 - using custom profile for table: validCerts
datanode_1  | 2019-11-09 13:20:24 INFO  HttpServer2:948 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context hddsDatanode
datanode_3  | 2019-11-09 13:20:26 INFO  OzoneContainer:218 - Attempting to start container services.
datanode_2  | 2019-11-09 13:20:23 WARN  BaseHttpServer:111 - /prof java profiling servlet is activated. Not safe for production!
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:183 - Using default column profile:DBProfile.DISK for Table:validCerts
datanode_1  | 2019-11-09 13:20:24 INFO  HttpServer2:958 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context logs
datanode_2  | 2019-11-09 13:20:23 INFO  HttpServer2:1191 - Jetty bound to port 9882
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:127 - using custom profile for table: revokedCerts
datanode_3  | 2019-11-09 13:20:26 INFO  OzoneContainer:182 - Background container scanner has been disabled.
datanode_1  | 2019-11-09 13:20:24 INFO  HttpServer2:958 - Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
datanode_2  | 2019-11-09 13:20:23 INFO  Server:351 - jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:183 - Using default column profile:DBProfile.DISK for Table:revokedCerts
datanode_3  | 2019-11-09 13:20:26 INFO  XceiverServerRatis:414 - Starting XceiverServerRatis 93fb69c6-462c-413e-bc5b-90f79b3fec7e at port 9858
datanode_1  | 2019-11-09 13:20:24 WARN  BaseHttpServer:111 - /prof java profiling servlet is activated. Not safe for production!
datanode_2  | 2019-11-09 13:20:24 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@43af351a{/logs,file:///var/log/hadoop/,AVAILABLE}
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:127 - using custom profile for table: default
datanode_3  | 2019-11-09 13:20:26 INFO  RaftServerProxy:299 - 93fb69c6-462c-413e-bc5b-90f79b3fec7e: start RPC server
datanode_1  | 2019-11-09 13:20:24 INFO  HttpServer2:1191 - Jetty bound to port 9882
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:189 - Using default column profile:DBProfile.DISK for Table:default
datanode_2  | 2019-11-09 13:20:24 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@642f9a77{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
datanode_3  | 2019-11-09 13:20:26 INFO  GrpcService:158 - 93fb69c6-462c-413e-bc5b-90f79b3fec7e: GrpcService started, listening on 0.0.0.0/0.0.0.0:9858
datanode_1  | 2019-11-09 13:20:24 INFO  Server:351 - jetty-9.3.25.v20180904, build timestamp: 2018-09-04T21:11:46Z, git hash: 3ce520221d0240229c862b122d2b06c12a625732
scm_1       | 2019-11-09 13:20:22 INFO  DBStoreBuilder:220 - Using default options. DBProfile.DISK
datanode_2  | 2019-11-09 13:20:24 INFO  ContextHandler:781 - Started o.e.j.w.WebAppContext@fe34b86{/,file:///tmp/jetty-0.0.0.0-9882-hddsDatanode-_-any-4363695086571290975.dir/webapp/,AVAILABLE}{/hddsDatanode}
datanode_3  | WARNING: An illegal reflective access operation has occurred
datanode_1  | 2019-11-09 13:20:24 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@1305c126{/logs,file:///var/log/hadoop/,AVAILABLE}
scm_1       | 2019-11-09 13:20:22 INFO  NodeSchemaLoader:125 - Loading file from java.lang.CompoundEnumeration@64e7619d
datanode_2  | 2019-11-09 13:20:24 INFO  AbstractConnector:278 - Started ServerConnector@33ecbd6c{HTTP/1.1,[http/1.1]}{0.0.0.0:9882}
datanode_3  | WARNING: Illegal reflective access by org.apache.ratis.thirdparty.com.google.protobuf.UnsafeUtil (file:/opt/hadoop/share/ozone/lib/ratis-thirdparty-misc-0.2.0.jar) to field java.nio.Buffer.address
datanode_1  | 2019-11-09 13:20:24 INFO  ContextHandler:781 - Started o.e.j.s.ServletContextHandler@23f3da8b{/static,jar:file:/opt/hadoop/share/ozone/lib/hadoop-hdds-container-service-0.5.0-SNAPSHOT.jar!/webapps/static,AVAILABLE}
scm_1       | 2019-11-09 13:20:22 INFO  NodeSchemaLoader:171 - Loading network topology layer schema file
datanode_2  | 2019-11-09 13:20:24 INFO  Server:419 - Started @3189ms
datanode_1  | 2019-11-09 13:20:24 INFO  ContextHandler:781 - Started o.e.j.w.WebAppContext@3c98781a{/,file:///tmp/jetty-0.0.0.0-9882-hddsDatanode-_-any-4859601937522087861.dir/webapp/,AVAILABLE}{/hddsDatanode}
datanode_3  | WARNING: Please consider reporting this to the maintainers of org.apache.ratis.thirdparty.com.google.protobuf.UnsafeUtil
scm_1       | 2019-11-09 13:20:23 INFO  SCMNodeManager:116 - Entering startup safe mode.
datanode_2  | 2019-11-09 13:20:24 INFO  MetricsSinkAdapter:204 - Sink prometheus started
datanode_1  | 2019-11-09 13:20:24 INFO  AbstractConnector:278 - Started ServerConnector@5c723f2d{HTTP/1.1,[http/1.1]}{0.0.0.0:9882}
datanode_3  | WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
scm_1       | 2019-11-09 13:20:23 INFO  ContainerPlacementPolicyFactory:57 - Create container placement policy of type org.apache.hadoop.hdds.scm.container.placement.algorithms.SCMContainerPlacementRandom
datanode_2  | 2019-11-09 13:20:24 INFO  MetricsSystemImpl:301 - Registered sink prometheus
datanode_1  | 2019-11-09 13:20:24 INFO  Server:419 - Started @3134ms
datanode_3  | WARNING: All illegal access operations will be denied in a future release
scm_1       | 2019-11-09 13:20:23 WARN  ServerUtils:145 - ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
datanode_2  | 2019-11-09 13:20:24 INFO  BaseHttpServer:215 - HTTP server of HDDSDATANODE is listening at http://0.0.0.0:9882
datanode_1  | 2019-11-09 13:20:24 INFO  MetricsSinkAdapter:204 - Sink prometheus started
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerProxy:89 - 93fb69c6-462c-413e-bc5b-90f79b3fec7e: addNew group-625BA79DD25A:[93fb69c6-462c-413e-bc5b-90f79b3fec7e:172.18.0.7:9858] returns group-625BA79DD25A:java.util.concurrent.CompletableFuture@434ce96b[Not completed]
datanode_2  | 2019-11-09 13:20:24 INFO  JvmPauseMonitor:188 - Starting JVM pause monitor
datanode_1  | 2019-11-09 13:20:24 INFO  MetricsSystemImpl:301 - Registered sink prometheus
scm_1       | 2019-11-09 13:20:23 INFO  SCMPipelineManager:132 - No pipeline exists in current db
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerImpl:98 - 93fb69c6-462c-413e-bc5b-90f79b3fec7e: new RaftServerImpl for group-625BA79DD25A:[93fb69c6-462c-413e-bc5b-90f79b3fec7e:172.18.0.7:9858] with ContainerStateMachine:uninitialized
datanode_2  | 2019-11-09 13:20:24 INFO  InitDatanodeState:140 - DatanodeDetails is persisted to /data/datanode.id
datanode_1  | 2019-11-09 13:20:24 INFO  BaseHttpServer:215 - HTTP server of HDDSDATANODE is listening at http://0.0.0.0:9882
scm_1       | 2019-11-09 13:20:23 WARN  ServerUtils:145 - ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.rpc.timeout.min = 5s (custom)
datanode_2  | 2019-11-09 13:20:26 INFO  OzoneContainer:218 - Attempting to start container services.
datanode_1  | 2019-11-09 13:20:24 INFO  JvmPauseMonitor:188 - Starting JVM pause monitor
scm_1       | 2019-11-09 13:20:23 WARN  EventQueue:183 - No event handler registered for event TypedEvent{payloadType=SafeModeStatus, name='SafeModeStatus'}
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.rpc.timeout.max = 5200ms (custom)
datanode_2  | 2019-11-09 13:20:26 INFO  OzoneContainer:182 - Background container scanner has been disabled.
datanode_1  | 2019-11-09 13:20:24 INFO  InitDatanodeState:140 - DatanodeDetails is persisted to /data/datanode.id
scm_1       | 2019-11-09 13:20:24 INFO  CallQueueManager:84 - Using callQueue: class java.util.concurrent.LinkedBlockingQueue, queueCapacity: 1000, scheduler: class org.apache.hadoop.ipc.DefaultRpcScheduler, ipcBackoff: false.
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.rpcslowness.timeout = 120s (custom)
datanode_1  | 2019-11-09 13:20:26 INFO  OzoneContainer:218 - Attempting to start container services.
scm_1       | 2019-11-09 13:20:24 INFO  Server:1074 - Starting Socket Reader #1 for port 9861
datanode_1  | 2019-11-09 13:20:26 INFO  OzoneContainer:182 - Background container scanner has been disabled.
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.sleep.deviation.threshold = 300 (default)
datanode_2  | 2019-11-09 13:20:26 INFO  XceiverServerRatis:414 - Starting XceiverServerRatis fab7d9a6-a698-400e-8e39-fc0bb41ec915 at port 9858
scm_1       | 2019-11-09 13:20:24 INFO  CallQueueManager:84 - Using callQueue: class java.util.concurrent.LinkedBlockingQueue, queueCapacity: 1000, scheduler: class org.apache.hadoop.ipc.DefaultRpcScheduler, ipcBackoff: false.
datanode_1  | 2019-11-09 13:20:26 INFO  XceiverServerRatis:414 - Starting XceiverServerRatis 33593e1e-99aa-47a1-8cd3-26d427ebb9b6 at port 9858
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.log.appender.install.snapshot.enabled = false (custom)
datanode_2  | 2019-11-09 13:20:26 INFO  RaftServerProxy:299 - fab7d9a6-a698-400e-8e39-fc0bb41ec915: start RPC server
scm_1       | 2019-11-09 13:20:24 INFO  Server:1074 - Starting Socket Reader #1 for port 9863
datanode_1  | 2019-11-09 13:20:26 INFO  RaftServerProxy:299 - 33593e1e-99aa-47a1-8cd3-26d427ebb9b6: start RPC server
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerImpl:103 - 93fb69c6-462c-413e-bc5b-90f79b3fec7e@group-625BA79DD25A: ConfigurationManager, init=-1: [93fb69c6-462c-413e-bc5b-90f79b3fec7e:172.18.0.7:9858], old=null, confs=<EMPTY_MAP>
datanode_2  | 2019-11-09 13:20:26 INFO  GrpcService:158 - fab7d9a6-a698-400e-8e39-fc0bb41ec915: GrpcService started, listening on 0.0.0.0/0.0.0.0:9858
scm_1       | 2019-11-09 13:20:24 INFO  CallQueueManager:84 - Using callQueue: class java.util.concurrent.LinkedBlockingQueue, queueCapacity: 1000, scheduler: class org.apache.hadoop.ipc.DefaultRpcScheduler, ipcBackoff: false.
datanode_1  | 2019-11-09 13:20:26 INFO  GrpcService:158 - 33593e1e-99aa-47a1-8cd3-26d427ebb9b6: GrpcService started, listening on 0.0.0.0/0.0.0.0:9858
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.storage.dir = [/data/metadata/ratis] (custom)
datanode_2  | WARNING: An illegal reflective access operation has occurred
scm_1       | 2019-11-09 13:20:24 INFO  Server:1074 - Starting Socket Reader #1 for port 9860
datanode_1  | WARNING: An illegal reflective access operation has occurred
datanode_3  | 2019-11-09 13:20:29 INFO  RaftServerConfigKeys:43 - raft.server.log.corruption.policy = EXCEPTION (default)
datanode_2  | WARNING: Illegal reflective access by org.apache.ratis.thirdparty.com.google.protobuf.UnsafeUtil (file:/opt/hadoop/share/ozone/lib/ratis-thirdparty-misc-0.2.0.jar) to field java.nio.Buffer.address
scm_1       | 2019-11-09 13:20:24 INFO  DFSUtil:1641 - Starting Web-server for scm at: http://0.0.0.0:9876
